run,detailed_lattice_code,final_lattice_code,kT,EE,linker,how_initialized
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_3_chn_num_3_linker_6,melted,melted,1.6,3,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.55_eps_-70_EE_3_chn_num_3_linker_8,melted,melted,1.55,3,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.0_eps_-70_EE_3_chn_num_3_linker_10,A20 polycrystal,A20,1,3,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.3_eps_-70_EE_3_chn_num_3_linker_10,A20,A20,1.3,3,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.5_eps_-70_EE_3_chn_num_3_linker_10,A20,A20,1.5,3,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_3_chn_num_3_linker_10,A20 polycrystal,A20,1.6,3,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_4_chn_num_3_linker_6,BCC,BCC,1.6,4,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.7_eps_-70_EE_4_chn_num_3_linker_6,melted,melted,1.7,4,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.8_eps_-70_EE_4_chn_num_3_linker_8,BCC,BCC,1.8,4,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_5_chn_num_3_linker_4,BCC,BCC,0.8,5,4-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.0_eps_-70_EE_5_chn_num_3_linker_4,BCC,BCC,1,5,4-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_5_chn_num_3_linker_4,BCC,BCC,1.2,5,4-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_5_chn_num_3_linker_6,BCC,BCC,0.9,5,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_5_chn_num_3_linker_6,BCC,BCC,1.1,5,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_5_chn_num_3_linker_6,BCC,BCC,1.6,5,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.8_eps_-70_EE_5_chn_num_3_linker_8,BCC,BCC,1.8,5,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.7_eps_-70_EE_5_chn_num_3_linker_10,BCC,BCC,1.7,5,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.9_eps_-70_EE_5_chn_num_3_linker_10,BCC,BCC,1.9,5,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.5_eps_-70_EE_7_chn_num_3_linker_6,SC,SC,0.5,7,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_7_chn_num_3_linker_6,mixture,mixture,0.8,7,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_7_chn_num_3_linker_6,BCC,BCC,1.1,7,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.3_eps_-70_EE_7_chn_num_3_linker_6,BCC,BCC,1.3,7,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.5_eps_-70_EE_7_chn_num_3_linker_6,melted,melted,1.5,7,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_7_chn_num_3_linker_10,coexistance BCC/FCC,BCC/FCC coex.,0.7,7,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_7_chn_num_3_linker_10,coexistance BCC/FCC,BCC/FCC coex.,1.2,7,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.3_eps_-70_EE_7_chn_num_3_linker_10,coexistance BCC/FCC,BCC/FCC coex.,1.3,7,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.7_eps_-70_EE_7_chn_num_3_linker_10,coexistance BCC/FCC,BCC/FCC coex.,1.7,7,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_8_chn_num_3_linker_6,mixture,mixture,0.9,8,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_8_chn_num_3_linker_6,BCC,BCC,1.2,8,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_8_chn_num_3_linker_6,melted,melted,1.4,8,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_9_chn_num_3_linker_6,don't know,don't know,0.9,9,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.0_eps_-70_EE_9_chn_num_3_linker_6,don't know,don't know,1,9,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_9_chn_num_3_linker_6,don't know,don't know,1.1,9,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.05_eps_-70_EE_9_chn_num_3_linker_8,jammed,jammed,1.05,9,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.45_eps_-70_EE_9_chn_num_3_linker_8,FCC,FCC,1.45,9,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.25_eps_-70_EE_9_chn_num_3_linker_8,FCC,FCC,1.25,9,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_9_chn_num_3_linker_10,FCC,FCC,1.1,9,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.3_eps_-70_EE_9_chn_num_3_linker_10,FCC,FCC,1.3,9,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.5_eps_-70_EE_9_chn_num_3_linker_10,FCC,FCC,1.5,9,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_9_chn_num_3_linker_10,melted,melted,1.6,9,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_10_chn_num_3_linker_6,mixture,mixture,0.8,10,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_10_chn_num_3_linker_6,mixture,mixture,0.9,10,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.0_eps_-70_EE_10_chn_num_3_linker_6,not sure,not sure,1,10,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.15_eps_-70_EE_10_chn_num_3_linker_8,FCC,FCC,1.15,10,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.25_eps_-70_EE_10_chn_num_3_linker_8,FCC,FCC,1.25,10,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.35_eps_-70_EE_10_chn_num_3_linker_8,FCC polycrystal,FCC,1.35,10,8-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.0_eps_-70_EE_10_chn_num_3_linker_10,FCC,FCC,1,10,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_10_chn_num_3_linker_10,FCC,FCC,1.2,10,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.5_eps_-70_EE_10_chn_num_3_linker_10,melted,melted,1.5,10,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_10_chn_num_3_linker_10,melted,melted,1.6,10,10-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.6_eps_-70_EE_3_chn_num_3_linker_4,BCTsqrt(3)a,BCT,0.6,3,4-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.7_eps_-70_EE_3_chn_num_3_linker_4,BCTsqrt(3)a,BCT,0.7,3,4-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.9_eps_-70_EE_3_chn_num_3_linker_4,BCC,BCC,0.9,3,4-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.0_eps_-70_EE_3_chn_num_3_linker_4,BCC,BCC,1,3,4-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.0_eps_-70_EE_3_chn_num_3_linker_6,polycrystal or mixture,polycrystal or mixture,1,3,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.5_eps_-70_EE_3_chn_num_3_linker_4,mixture,mixture,0.5,3,4-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_3_chn_num_3_linker_4,BCC,BCC,1.1,3,4-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.5_eps_-70_EE_4_chn_num_3_linker_4,SH,SH,0.5,4,4-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_4_chn_num_3_linker_4,BCTsqrt(2/3)a,BCT,0.7,4,4-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_4_chn_num_3_linker_4,BCC,BCC,0.8,4,4-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_4_chn_num_3_linker_4,BCC,BCC,0.9,4,4-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.0_eps_-70_EE_4_chn_num_3_linker_4,BCC,BCC,1,4,4-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_4_chn_num_3_linker_4,BCC,BCC,1.1,4,4-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.6_eps_-70_EE_4_chn_num_3_linker_4,BCTsqrt(2/3)a,BCT,0.6,4,4-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.0_eps_-70_EE_7_chn_num_3_linker_6,BCC,BCC,1,7,6-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.9_eps_-70_EE_7_chn_num_3_linker_6,BCC,BCC,0.9,7,6-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.0_eps_-70_EE_8_chn_num_3_linker_6,BCC,BCC,1,8,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.7_eps_-70_EE_7_chn_num_3_linker_6,jammed,jammed,0.7,7,6-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.6_eps_-70_EE_3_chn_num_3_linker_10,A20,A20,1.6,3,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.3_eps_-70_EE_3_chn_num_3_linker_10,jammed,jammed,1.3,3,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.2_eps_-70_EE_3_chn_num_3_linker_10,jammed,jammed,1.2,3,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.5_eps_-70_EE_3_chn_num_3_linker_10,A20,A20,1.5,3,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_A20_kT_1.4_eps_-70_EE_3_chn_num_3_linker_10,jammed,jammed,1.4,3,10-A20,A20
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_4_chn_num_3_linker_4,BCC,BCC,0.8,4,4-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.9_eps_-70_EE_4_chn_num_3_linker_4,BCC,BCC,0.9,4,4-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.8_eps_-70_EE_3_chn_num_3_linker_10,A20 (messy),A20 (messy),1.8,3,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_2.2_eps_-70_EE_4_chn_num_3_linker_10,BCC,BCC,2.2,4,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.9_eps_-70_EE_4_chn_num_3_linker_8,BCC,BCC,1.9,4,8-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.2_eps_-70_EE_4_chn_num_3_linker_4,BCC,BCC,1.2,4,4-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_2.0_eps_-70_EE_5_chn_num_3_linker_10,BCC,BCC,2,5,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.9_eps_-70_EE_5_chn_num_3_linker_8,BCC,BCC,1.9,5,8-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.7_eps_-70_EE_5_chn_num_3_linker_6,melted,melted,1.7,5,6-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.3_eps_-70_EE_5_chn_num_3_linker_4,melted,melted,1.3,5,4-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_3_chn_num_3_linker_6,A20/BCT,A20/BCT,0.7,3,6-BCC,BCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.9_eps_-70_EE_3_chn_num_3_linker_10,coexistance A20/BCT,A20/BCT coex.,1.9,3,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.95_eps_-70_EE_3_chn_num_3_linker_10,melted,melted,1.95,3,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_2.3_eps_-70_EE_4_chn_num_3_linker_10,melted,melted,2.3,4,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_2.25_eps_-70_EE_4_chn_num_3_linker_10,melted,melted,2.25,4,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.95_eps_-70_EE_4_chn_num_3_linker_8,melted,melted,1.95,4,8-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.3_eps_-70_EE_4_chn_num_3_linker_4,melted,melted,1.3,4,4-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.25_eps_-70_EE_4_chn_num_3_linker_4,melted,melted,1.25,4,4-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_2.1_eps_-70_EE_5_chn_num_3_linker_10,BCC,BCC,2.1,5,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_2.2_eps_-70_EE_5_chn_num_3_linker_10,melted,melted,2.2,5,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.9_eps_-70_EE_7_chn_num_3_linker_10,FCC,FCC,1.9,7,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.85_eps_-70_EE_7_chn_num_3_linker_10,FCC,FCC,1.85,7,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_2.0_eps_-70_EE_5_chn_num_3_linker_8,melted,melted,2,5,8-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.95_eps_-70_EE_5_chn_num_3_linker_8,melted,melted,1.95,5,8-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.95_eps_-70_EE_7_chn_num_3_linker_10,melted,melted,1.95,7,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.4_eps_-70_EE_4_chn_num_3_linker_6,BCC,BCC,1.4,4,6-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.7_eps_-70_EE_3_chn_num_3_linker_6,A20,A20,0.7,3,6-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.0_eps_-70_EE_3_chn_num_3_linker_6,A20,A20,1,3,6-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.3_eps_-70_EE_5_chn_num_3_linker_10,"","",1.3,5,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.9_eps_-70_EE_5_chn_num_3_linker_10,"","",0.9,5,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.9_eps_-70_EE_3_chn_num_3_linker_6,A20,A20,0.9,3,6-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.75_eps_-70_EE_3_chn_num_3_linker_4,BCT no ID,BCT,0.75,3,4-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.05_eps_-70_EE_3_chn_num_3_linker_6,BCT2a,BCT,1.05,3,6-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.15_eps_-70_EE_3_chn_num_3_linker_6,BCT2a,BCT,1.15,3,6-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.05_eps_-70_EE_4_chn_num_3_linker_6,Ad,Ad,1.05,4,6-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.15_eps_-70_EE_4_chn_num_3_linker_6,BCT2a,BCT,1.15,4,6-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.75_eps_-70_EE_4_chn_num_3_linker_4,BCTsqrt(2/3)a,BCT,0.75,4,4-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.85_eps_-70_EE_4_chn_num_3_linker_4,BCC,BCC,0.85,4,4-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.55_eps_-70_EE_4_chn_num_3_linker_8,BCC,BCC,1.55,4,8-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.7_eps_-70_EE_3_chn_num_3_linker_10,BCT2a,BCT,1.7,3,10-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.55_eps_-70_EE_3_chn_num_3_linker_4,BCTsqrt(2/3)a,BCT,0.55,3,4-FCC,FCC
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.65_eps_-70_EE_3_chn_num_3_linker_4,BCTsqrt(3)a,BCT,0.65,3,4-FCC,FCC
