run,run_dir,final_lattice_code,nframes,final_crystal_shape,BC_spatial_distribution,use_anneal,other_notes,gr_messiness,weird_features
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.7_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,neat crosses,"",double coord num 14,"BCC peaks, almost pristine",slanted simulation box
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.5_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,136,BCC,messy crosses,"",double coord num 14,"BCC peaks, broad peaks",slanted simulation box
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.5_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC + crack,136,BCC + crack,"region dependent, neat crosses and delocalized only at crack","",double coord num 13.7,"BCC peaks, almost pristine",slanted simulation box
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.3_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,136,BCC,messy crosses,"",double coord num 14,"BCC peaks, almost pristine",slanted simulation box
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.3_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,neat crosses,"",double coord num 14,"BCC peaks, almost pristine",slanted simulation box
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.1_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,136,BCC,neat crosses,"",double coord num 14,"BCC peaks, almost pristine",slanted simulation box
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.1_eps_-70_EE_6_chn_num_3_linker_10,chain_len,"jammed, structured fluid",136,"jammed, structured fluid",traces of BCC and SC sublattices and delocalized phases,"",none,two visible peaks,none
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.9_eps_-70_EE_6_chn_num_3_linker_6,chain_len,SC,136,SC,neat squares,"","coord num 6, overlapping of ACs","SC peaks, pristine",none
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.9_eps_-70_EE_6_chn_num_3_linker_10,chain_len,SC,136,SC,very neat squares,"","coord num 6, overlapping of ACs","SC peaks, pristine",none
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.7_eps_-70_EE_6_chn_num_3_linker_6,chain_len,HEX,136,HEX,"only on planes,  hexes","","double coord num 8; 10.1, 10.9, 14.8, 19.02, 20.07",wierd peaks,""
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.7_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,very neat crosses,"",coord num 8. double coord 14,"BCC peaks, pristine",slanted simulation box
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.5_eps_-70_EE_6_chn_num_3_linker_6,chain_len,SC,136,SC,neat squares,"",coord num 6,"SC peaks, pristine",slanted simulation box
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.5_eps_-70_EE_6_chn_num_3_linker_10,chain_len,"jammed, structured matter",136,"jammed, structured matter","neat sublattices, mixture of BCC and SC","",triple coord num 16,visible peaks but becomes messy at r > 20,looks qualitatively like NiAs HCP structure?
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.3_eps_-70_EE_6_chn_num_3_linker_6,chain_len,maybe HEX,136,maybe HEX,"only on planes, hexes","",coord num 8,"SC peaks, almost pristine",looks hexagonal but every layer is offsetted
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_0.3_eps_-70_EE_6_chn_num_3_linker_10,chain_len,SC,136,SC,very neat squares,"",coord num 6,"SC peaks, pristine",none
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.85_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,136,BCC,very neat crosses,"",double coord num 14,"BCC peaks, almost pristine",tilted BCC lattice
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.85_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,very neat crosses,"",double coord num 14,"BCC peaks, almost pristine",tilted BCC lattice
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,136,BCC,very neat crosses,"",double coord num 14,"BCC peaks, pristine",tilted BCC lattice
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.8_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,very neat crosses,"",double coord num 14,"BCC peaks, pristine","tilted BCC lattice, perceptible small messy region of BCs propagate"
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.75_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,136,BCC,neat crosses,"",double coord num 14,"BCC peaks, pristine",tilted BCC lattice
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.75_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,very neat crosses,"",double coord num 14,"BCC peaks, almost pristine","tilted BCC lattice, perceptible small messy region of BCs propagate"
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.74_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,very neat crosses,"",double coord num 14,"BCC peaks, almost pristine","tilted BCC lattice, perceptible small messy region of BCs propagate while there is one that stays in place"
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.72_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,very neat crosses,"",double coord num 14,"BCC peaks, almost pristine","tilted BCC lattice, perceptible small messy region of BCs propagate while there is one that stays in place"
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.70_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,neat crosses,"",double coord num 14,"BCC peaks, left shouldering peak on the first peak ","tilted BCC lattice, perceptible small messy region of BCs propagate while there is one that stays in place"
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.67_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,neat crosses,"",double coord num 14,"BCC peaks, left shouldering peak on the first peak ","tilted BCC lattice, perceptible small messy region of BCs propagate while there is one that stays in place, partial dislocaction"
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.65_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,neat crosses,"",double coord num 14,"BCC peaks, almost pristine","tilted BCC lattice, perceptible small messy region of BCs propagate while there is one that stays in place, partial dislocaction"
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.63_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,neat crosses,"",double coord num 14,"BCC peaks, almost pristine","tilted BCC lattice, perceptible small messy region of BCs propagate while there is one that stays in place, partial dislocaction"
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.61_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,neat crosses,"",double coord num 14,"BCC peaks, pristine","tilted BCC lattice, perceptible small messy region of BCs propagate while there is one that stays in place, partial dislocaction"
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.6_eps_-70_EE_6_chn_num_3_linker_6,chain_len,"lattice no ID, mixture",136,"lattice no ID, mixture","layers, slabs","","coord num 7.16, seems to be transitioning between SC and HEX","FCC peaks, pristine",transition lattice
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_0.6_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,neat crosses,"",double coord num 14,"BCC peaks, left shouldering peak on the first peak ","tilted BCC lattice, perceptible small messy region of BCs propagate while there is one that stays in place, partial dislocaction"
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.9_eps_-70_EE_6_chn_num_3_linker_10,chain_len,melting,136,melting,messy crosses + crack thing,"",double coordnumber 13.6,broad peaks,crack
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.7_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,messy crosses,"",double coord num 14,"BCC peaks, broad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.5_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,136,BCC,very messy crosses,"",double coord num 14,"BCC peaks, very broad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,very neat crosses,"",double coord num 14,"BCC peaks, almost pristine",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,136,BCC,crosses,"",double coord num 14,"BCC peaks, pristine",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,neat crosses,"",double coord num 14,"BCC peaks, pristine ",perceptible small messy region of BCs propagate
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.85_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,136,BCC,crosses,"",double coord num 14,"BCC peaks, pristine",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.85_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,neat crosses,"",double coord num 14,"BCC peaks, pristine",perceptible small messy region of BCs propagate
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,136,BCC,crosses,"",double coord num 14,"BCC peaks, pristine",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,neat crosses,"",double coord num 14,"BCC peaks, pristine",perceptible small messy region of BCs propagate
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.75_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,136,BCC,crosses,"",double coord num 14,"BCC peaks, pristine",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.75_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,neat crosses,"",double coord num 14,"BCC peaks, pristine",perceptible small messy region of BCs propagate
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.74_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,neat crosses,"",double coord num 14,"BCC peaks, pristine",perceptible small messy region of BCs propagate
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.73_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,neat crosses,"",double coord num 14,"BCC peaks, pristine",perceptible small messy region of BCs propagate
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.72_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,very neat crosses,"",double coord num 14,"BCC peaks, pristine","perceptible small messy region of BCs propagate, possibly more stationary"
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.71_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,very neat crosses,"",double coord num 14,"BCC peaks, pristine",perceptible small messy region of BCs propagate
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_6_chn_num_3_linker_6,chain_len,BCC,136,BCC,neat crosses,"",double coord num 14,"BCC peaks, pristine",fewer perceptible small messy region of BCs propagate
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_6_chn_num_3_linker_10,chain_len,HCP,136,HCP,neat sublattice but delocaliztion regions,"","double coord num 6; 10.5, 11.47, 13.68, 15.16, 19.3",crystalline peaks,non cubic sim box
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.67_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,very neat crosses,"",double coord num 14,"BCC peaks, pristine","perceptible small messy region of BCs propagate, possibly more stationary"
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.65_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,very neat crosses,"",double coord num 14,"BCC peaks, pristine","perceptible small messy region of BCs propagate, possibly more stationary"
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.63_eps_-70_EE_6_chn_num_3_linker_10,chain_len,HCP,136,HCP,neat sublattice but delocaliztion regions,"","double coord num 6; 10.53, 11.36, 13.62, 15.2 19.2",crystalline peaks,non cubic sim box
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.61_eps_-70_EE_6_chn_num_3_linker_10,chain_len,BCC,136,BCC,very neat crosses,"",double coord num 14,"BCC peaks, pristine","perceptible small messy region of BCs propagate, possibly more stationary"
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.6_eps_-70_EE_6_chn_num_3_linker_6,chain_len,SC,136,SC,neat squares,"",coord num 6,"SC peaks, pristine",slanted sim box
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.6_eps_-70_EE_6_chn_num_3_linker_10,chain_len,"mixture,maybe jammed",136,"mixture,maybe jammed","neat
","","","clear peaks, messy at long range
",mixture
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.5_eps_-70_EE_6_chn_num_3_linker_6,chain_len,SC,136,SC,very neat squares,"",coord num 6,"SC peaks, pristine",slanted sim box
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.5_eps_-70_EE_6_chn_num_3_linker_10,chain_len,"mixture, slabs of different lattices",136,"mixture, slabs of different lattices",neat sublattice,"","coord num 6; 10.43, 11.4, 13.5, 15, 16",crystalline peaks,slanted sim box
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.3_eps_-70_EE_6_chn_num_3_linker_6,chain_len,SC,136,SC,very neat squares,"",coord num 6,"SC peaks, pristine",slanted sim box
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.3_eps_-70_EE_6_chn_num_3_linker_10,chain_len,SC,136,SC,very neat squares,"",coord num 6,"SC peaks, pristine",slanted sim box
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.6_eps_-70_EE_6_chn_num_3_linker_6,"",BCC,136,BCC,very messy crosses,"",lots of AC motion,BCC peaks on ave; very broad peaks,triclinic sim box
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.6_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,136,BCC,crosses,"",double coord num 14,"BCC peaks, almost pristine",20 frames until it becomes crystalline
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.4_eps_-70_EE_6_chn_num_3_linker_6,"",BCC,136,BCC,very messy crosses,"",double coord num 14,"BCC peaks, broad peaks",triclinic sim box
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.4_eps_-70_EE_6_chn_num_3_linker_10,run for longer,BCC,136,BCC,"","",double coord num 13.6,BCC peaks on ave; broad peaks,"triclinic sim box, doesn't crystalize until frame 127"
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.2_eps_-70_EE_6_chn_num_3_linker_6,"",BCC,136,BCC,vesy messy crosses,"",double coord num 14,"BCC peaks, broad peaks",triclinic sim box
crystal_size_3_AC_5_BC_1.0_real_lattice_SC_kT_1.2_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,136,BCC,neat crosses,"",double coord num 14,"BCC peaks, almost pristine",triclinic sim box
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_2.1_eps_-70_EE_4_chn_num_3_linker_10,"",BCC,136,BCC,very messy crosses,"",double coord num 14,"BCC peaks, broad peaks",tetrahedral sim box
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_2.0_eps_-70_EE_4_chn_num_3_linker_10,"",BCC,136,BCC,messy crosses,"",double coord num 14,"BCC peaks, broad peaks",tetrahedral sim box
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.95_eps_-70_EE_4_chn_num_3_linker_10,"",BCC,136,BCC,messy crosses,"",double coord num 14,"BCC peaks, broad peaks",tetrahedral sim box
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.9_eps_-70_EE_4_chn_num_3_linker_10,"",BCT2a,136,BCT2a,localized in weird line things,"no, only has 50 frames","ccord num 4, triple coord num 16","unkown peaks, almost pristine peaks",tetragonal sim box
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.7_eps_-70_EE_4_chn_num_3_linker_10,"",BCT2a,136,BCT2a,localized in weird line things,yes,"ccord num 4, triple coord num 16","unkown peaks, almost pristine peaks",tetragonal sim box
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.5_eps_-70_EE_4_chn_num_3_linker_10,"",BCT2a,136,BCT2a,localized in weird line things,"","ccord num 4, triple coord num 16","unkown peaks, almost pristine peaks",tetragonal sim box
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.3_eps_-70_EE_4_chn_num_3_linker_10,"",BCT2a,136,BCT2a,localized in weird line things,"","ccord num 4, triple coord num 16","unkown peaks, almost pristine peaks",tetragonal sim box
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.97_eps_-70_EE_6_chn_num_3_linker_10,"",fluid,136,fluid,,"",,,
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.95_eps_-70_EE_6_chn_num_3_linker_10,"",melting,136,melting,"region dependent, crosses and delocalized","",double coord num 13.4,"BCC peaks, broad peaks",maybe solid-liquid equilibrium
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.9_eps_-70_EE_4_chn_num_3_linker_10,"",BCC,136,BCC,very messy crosses,"",double coord num 14,BCC peaks; broad peaks,none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.7_eps_-70_EE_4_chn_num_3_linker_10,"",BCT2a,136,BCC,very messy crosses,yes,double coord num 14,"BCC peaks, broad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_6_chn_num_3_linker_6,"",BCC,136,BCC,very messy crosses,"",double coord num 13.8,"BCC peaks, broad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.6_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,136,BCC,very neat crosses,"",double coord num 14,"BCC peaks, almost pristine",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_6_chn_num_3_linker_6,"",BCC,136,BCC,messy crosses,"",double coord num 14,"BCC peaks, broad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,136,BCC,very neat crosses,"",double coord num 14,"BCC peaks, almost pristine",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_6_chn_num_3_linker_6,"",BCC,136,BCC,(neat) crosses,"",double coord num 14,"BCC peaks, almost pristine",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,136,BCC,very neat crosses,"",double coord num 14,"BCC peaks, almost pristine",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,136,BCC,very messy crosses,"",double coord num 14,"BCC peaks, broad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_4_chn_num_3_linker_10,"",BCT2a,136,BCT2a,localized in weird line things,"","ccord num 4, triple coord num 16","unkown peaks, almost pristine peaks",tetragonal sim box
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,136,BCC,messy crosses,"",double coord num 14,"BCC peaks, almost pristine",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_4_chn_num_3_linker_10,"",BCT2a-altcenter,136,BCT2a-altcenter,localized in weird line things,"",quadruple coord num 16,overlapped peaks but indentifiable ones,tetragonal sim box
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,136,BCC,messy crosses,"",double coord num 14,"BCC peaks, almost pristine",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_4_chn_num_3_linker_10,"",SHa - polycrystal? - coex w cubic layer,136,SHa - polycrystal? - coex w cubic layer,"region dependent, neat sublattices","",double coord num 8,crystalline peaks,"maybe NiAs, peaks: 10.4, 11.5, 14.4, 18, 18.3"
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.5_eps_-70_EE_6_chn_num_3_linker_4,"",BCTsqrt(2/3)a polycrystal,136,BCTsqrt(2/3)a,neat sublattice,no,"coord num 10, double coord num 14",crystalline peaks,"peaks: 10.95, 13.35, 17.35, 18.95, 21.85"
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.5_eps_-70_EE_4_chn_num_3_linker_10,"",A20 polycrystal,136,A20 polycrystal,neat sublattice,"","coord num 8, double coord num 18",FCC/SC peaks,jammed but has crystalline peaks
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.3_eps_-70_EE_6_chn_num_3_linker_4,"",SH,136,SH,very neat sublattice,"","coord num 8, double coord num 18",FCC/SC peaks,hexagonal sublattice in the 111 direction
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.3_eps_-70_EE_4_chn_num_3_linker_10,"",SC,136,SC,very neat squares,"","coord num 6, double coord num 18",FCC/SC peaks,triclinic sim box
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.75_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,136,BCC,neat crosses,"",double coord num 14,"BCC peaks, almost pristine",traces of mobile delocalized region
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.85_eps_-70_EE_6_chn_num_3_linker_10,run for longer,BCC,136,BCC,"crosses, delocalized region caused by point defect (AC off lattice point) ","",double coord num 14,"BCC peaks, almost pristine",""
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.8_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,136,BCC,crosses,"",double coord num 14,"BCC peaks, almost pristine",
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.65_eps_-70_EE_6_chn_num_3_linker_6,"",fluid,136,fluid,,"",,"two identifiable peaks, rest is not",
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.28_eps_-70_EE_6_chn_num_3_linker_4,"",fluid,136,fluid,very messy crosses,"",double coord num 13.7,"BCC peaks, very borad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.25_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,136,BCC,very messy crosses,"",double coord num 13.9,"BCC peaks, very broad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.23_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,136,BCC,very messy crosses,"",double coord num 13.95,"BCC peaks, very broad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,136,BCC,very messy crosses,"",double coord num 14,"BCC peaks, very broad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1_eps_-70_EE_6_chn_num_3_linker_6,"",BCC,136,BCC,neat crosses,"",double coord num 14,"BCC peaks, almost pristine",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.0_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,136,BCC,messy crosses,"",double coord num 14,"BCC peaks, almost pristine",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1_eps_-70_EE_6_chn_num_3_linker_10,"",BCC,136,BCC,very neat crosses,"",double coord num 14,"BCC peaks, pristine peaks",traces of mobile delocalized region
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_6_chn_num_3_linker_4,"",BCC,136,BCC,crosses,"",double coord num 14,"BCC peaks, almost pristine",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.6_eps_-70_EE_6_chn_num_3_linker_4,"",SH,136,SH,"slanted cubes, layered sublattice",yes,"coord num 8, double coord num 20","SC/FCC peaks, pristine",cannot identify what crystal it is even though it has known peaks
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.3_eps_-70_EE_3_chn_num_3_linker_8,"",A20,136,BCTsqrt(10/3)-altcenter,"space spanning rhombuses, well defined sublattice",yes,"triple coord num 16, c = 2a",BCT peaks,""
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.3_eps_-70_EE_3_chn_num_3_linker_8,"",A20 polycrystal,136,A20 polycrystal,space spanning rhombuses,"no, rerun",coord num 7.95,no ID peaks,"sort of resembles the case when initialized as FCC, maybe"
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.3_eps_-70_EE_4_chn_num_3_linker_8,"",BCT2a,136,BCT2a,"space spanning rhombuses, well dfined sublattice","",triple coord num 16,BCT peaks,"It is like the case of 3 EE but the lattice is better defined, this is the same crystal from row 534 (BCC_kt_1.1_ee_4), c = 2a in both cases!"
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.3_eps_-70_EE_7_chn_num_3_linker_8,"",BCC,136,BCC,"region dependent, neat crosses and messy hexes","",double coord num 13.33,"BCC peaks, broad peaks",propagating delocalized surface
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.3_eps_-70_EE_5_chn_num_3_linker_8,"",BCC,136,BCC,crosses,"","","BCC peaks, almost pristine",none
crystal_size_3_AC_5_BC_1.0_real_lattice_FCC_kT_1.3_eps_-70_EE_7_chn_num_3_linker_8,"",BCC,107,BCC,"crosses and very messy, noisey patches","","","BCC peaks, broad peaks",stablizes around frame 40
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1_eps_-70_EE_9_chn_num_3_linker_8,need to run longer,lattice no ID with messy region,135,lattice no ID with messy region,"",rerun,"double coord 14.5, system slowly congeals into crystal but some regions are still very messy",broad peaks,none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.8_eps_-70_EE_9_chn_num_3_linker_8,"",polycrystal,135,jammed condensed matter,messy sublattice,"no, rerun",coord num 4,pristine and shouldering peaks,different crystal phases
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.7_eps_-70_EE_9_chn_num_3_linker_8,"",BCTsqrt6a polycrystal,135,jammed condensed matter,messy sublattice and condensed areas,"no,",coord num 3.84,pristine and shouldering peaks,""
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.2_eps_-70_EE_9_chn_num_3_linker_8,"",FCC,135,FCC,interlocking hexes,"",coord num 12,"FCC peaks, borad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_0.9_eps_-70_EE_9_chn_num_3_linker_8,"",jammed,135,jammed condensed matter,messy sublattice,"no, rerun",double coord num 14,"two broad peaks, fluid like afterwards",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.4_eps_-70_EE_9_chn_num_3_linker_8,"",FCC,135,FCC,interlocking hexes,"",coord num 12,"FCC peaks, broad peaks",none
crystal_size_3_AC_5_BC_1.0_real_lattice_BCC_kT_1.1_eps_-70_EE_9_chn_num_3_linker_8,"",FCC,135,FCC,very very messy interlocking hexes,"",coord num 12,"FCC peaks, broad peaks",none
